sort01,sort02,species,replicate,individual,site,age,age_exact,date,start_end,census,interval,year,year_div,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
150,,GRBU,312,GRBU 312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.85,1.83,,,,,,115,
151,,GRBU,313,GRBU 313,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.77,1.65,,,,,,110,
152,,GRBU,314,GRBU 314,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.48,1.41,,,,,,105,
153,,GRBU,315,GRBU 315,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,3.22,3.06,,,,,,170,
154,,GRBU,316,GRBU 316,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.76,1.89,,,,,,90,
155,,GRSP,301,GRSP 301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.98,0.98,,,,,,201,
156,,GRSP,302,GRSP 302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.54,1.5,,,,,,230,
157,,GRSP,303,GRSP 303,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.26,1.22,,,,,,150,
158,,GRSP,304,GRSP 304,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.69,1.77,,,,,,195,
159,,GRSP,305,GRSP 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.2,2.2,,,,,,215,
160,,GRSP,306,GRSP 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.56,2.5,,,,,,270,
161,,GRSP,307,GRSP 307,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.05,1.03,,,,,,140,
162,,GRSP,308,GRSP 308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.32,1.35,,,,,,95,
163,,GRSP,309,GRSP 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.73,1.77,,,,,,88,
164,,GRSP,310,GRSP 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.61,1.65,,,,,,144,
165,,GRSP,311,GRSP 311,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.4,2.34,,,,,,220,
166,,GRSP,312,GRSP 312,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.29,2.25,,,,,,225,
167,,GRSP,313,GRSP 313,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.14,2.1,,,,,,128,
168,,GRSP,314,GRSP 314,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.35,1.45,,,,,,200,
169,,GRSP,315,GRSP 315,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.93,0.87,,,,,,162,
170,,GRSP,316,GRSP 316,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.11,1.1,,,,,,172,
171,,HATE,301,HATE 301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.65,0.58,,,,,,37,
172,,HATE,302,HATE 302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,3.47,3.57,,,,,,163,
173,,HATE,303,HATE 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.29,2.32,,,,,,105,
174,,HATE,304,HATE 304,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,3.77,3.73,,,,,,200,
175,,HATE,305,HATE 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.46,2.5,,,,,,102,
176,,HATE,306,HATE 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.94,1.94,,,,,,165,
177,,HATE,307,HATE 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.86,1.97,,,,,,105,
178,,HATE,308,HATE 308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.11,2.09,,,,,,172,
179,,HATE,309,HATE 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.74,2.68,,,,,,163,
180,,HATE,310,HATE 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,3.04,2.98,,,,,,152,
181,,HATE,311,HATE 311,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.27,2.32,,,,,,167,
182,,HATE,312,HATE 312,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.85,1.84,,,,,,160,
183,,HATE,313,HATE 313,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.89,2.94,,,,,,175,
184,,HATE,314,HATE 314,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.19,2.16,,,,,,124,
185,,HATE,315,HATE 315,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.42,2.42,,,,,,160,
186,,HATE,316,HATE 316,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.78,1.77,,,,,,85,
187,,HEPU,301,HEPU 301,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.87,0.88,,,,,,75,
188,,HEPU,302,HEPU 302,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.96,0.95,,,,,,110,
189,,HEPU,305,HEPU 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.74,0.76,,,,,,107,
190,,HEPU,306,HEPU 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.01,0.94,,,,,,77,
191,,HEPU,307,HEPU 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.18,1.25,,,,,,185,
192,,HEPU,308,HEPU 308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.28,1.26,,,,,,172,
193,,HEPU,309,HEPU 309,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.57,0.64,,,,,,62,
194,,HEPU,310,HEPU 310,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.19,1.12,,,,,,78,
195,,HEPU,311,HEPU 311,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.9,0.93,,,,,,80,
196,,HEPU,312,HEPU 312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.08,1.02,,,,,,137,
197,,LEES,303,LEES 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.21,,,,,,,24,
198,,LEES,304,LEES 304,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.18,,,,,,,24,
199,,LEES,305,LEES 305,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,,,,15,
200,,LEES,306,LEES 306,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,,,,,,,,16,
201,,LEES,307,LEES 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.42,,,,,,,30,
202,,LEES,308,LEES 308,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.47,,,,,,,28,
203,,LEES,309,LEES 309,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.44,,,,,,,37,
204,,LEES,310,LEES 310,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.42,,,,,,,28,
205,,LEES,311,LEES 311,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.39,,,,,,,23,
206,,LEES,312,LEES 312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.39,,,,,,,25,
207,,LEES,313,LEES 313,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.39,,,,,,,18,
208,,LEES,314,LEES 314,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.32,,,,,,,22,
209,,LEES,315,LEES 315,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.42,,,,,,,28,
210,,LEES,316,LEES 316,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.34,,,,,,,25,
211,,PELA,301,PELA 301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.78,0.71,,,,,,30,
212,,PELA,302,PELA 302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.7,0.67,,,,,,35,
213,,PELA,303,PELA 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.66,0.64,,,,,,40,
214,,PELA,304,PELA 304,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.2,1.2,,,,,,29,
215,,PELA,305,PELA 305,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.43,1.31,,,,,,30,
216,,PELA,306,PELA 306,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.46,1.35,,,,,,25,
217,,PELA,307,PELA 307,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.63,0.62,,,,,,40,
218,,PELA,308,PELA 308,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.54,0.57,,,,,,25,
219,,PELA,309,PELA 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.2,1.1,,,,,,19,
220,,PELA,310,PELA 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.42,1.32,,,,,,33,
221,,PELA,311,PELA 311,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.94,0.9,,,,,,41,
222,,PELA,312,PELA 312,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.77,0.82,,,,,,33,
223,,PELA,321,PELA 321,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.36,1.5,,,,,,39,
224,,PELA,322,PELA 322,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.4,1.39,,,,,,27,
225,,PELA,323,PELA 323,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.51,1.39,,,,,,33,
226,,PELA,324,PELA 324,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.04,1.01,,,,,,25,
227,,PELA,325,PELA 325,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.21,1.35,,,,,,25,
228,,PEPU,301,PEPU 301,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.11,1.14,,,,,,31,
229,,PEPU,302,PEPU 302,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.11,1.08,,,,,,42,
230,,PEPU,303,PEPU 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.02,1.11,,,,,,33,
231,,PEPU,305,PEPU 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.08,1.07,,,,,,65,
232,,PEPU,306,PEPU 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.07,0.94,,,,,,52,
233,,PEPU,307,PEPU 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.2,1.15,,,,,,46,
234,,PEPU,308,PEPU 308,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.9,0.88,,,,,,32,
235,,PEPU,309,PEPU 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.8,0.74,,,,,,65,
236,,PEPU,310,PEPU 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.11,1.24,,,,,,42,
237,,PEPU,311,PEPU 311,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.06,1.03,,,,,,43,
238,,PEPU,312,PEPU 312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.03,1.03,,,,,,35,
239,,PEPU,313,PEPU 313,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.69,0.66,,,,,,50,
240,,PEPU,314,PEPU 314,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.72,0.68,,,,,,30,
241,,PEPU,315,PEPU 315,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.52,0.51,,,,,,33,
242,,PEPU,316,PEPU 316,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.86,0.9,,,,,,30,
243,,PHPH,301,PHPH 301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.25,0.23,,,,,,25,
244,,PHPH,302,PHPH 302,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.64,0.62,,,,,,36,
245,,PHPH,303,PHPH 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.54,0.51,,,,,,30,
246,,PHPH,304,PHPH 304,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.79,0.83,,,,,,92,
247,,PHPH,305,PHPH 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.73,0.69,,,,,,42,
248,,PHPH,306,PHPH 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.62,0.63,,,,,,38,
249,,PHPH,307A,PHPH 307A,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.6,0.57,,,,,,35,
250,,PHPH,307B,PHPH 307B,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.92,0.83,,,,,,76,
251,,PHPH,308A,PHPH 308A,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.47,0.43,,,,,,29,
252,,PHPH,308B,PHPH 308B,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.74,0.75,,,,,,68,
253,,PHPH,309,PHPH 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.73,0.77,,,,,,67,
254,,PHPH,310,PHPH 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.78,0.75,,,,,,85,
255,,PHPH,311A,PHPH 311A,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.6,0.61,,,,,,50,
256,,PHPH,311B,PHPH 311B,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.43,0.44,,,,,,53,
257,,PHPH,312,PHPH 312,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.32,0.32,,,,,,40,
258,,PHPH,313,PHPH 313,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.8,0.8,,,,,,72,
259,,PHPH,314,PHPH 314,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.74,0.69,,,,,,39,
260,,PHPH,315,PHPH 315,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.73,0.74,,,,,,57,
261,,PHPH,316,PHPH 316,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.27,0.24,,,,,,35,
262,,PHPH,320,PHPH 320,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.42,0.41,,,,,,25,
263,,PHPH,321,PHPH 321,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.41,0.37,,,,,,58,
264,,PILI,301,PILI 301,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.25,0.27,,,,,,27,
265,,PILI,302,PILI 302,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.26,0.26,,,,,,22,
266,,PILI,303,PILI 303,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.32,0.31,,,,,,62,
267,,PILI,304,PILI 304,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.44,,,,,,,26,
268,,PILI,305,PILI 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.99,0.86,,,,,,87,
269,,PILI,306,PILI 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.85,0.75,,,,,,25,
270,,PILI,307,PILI 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.52,,,,,,,34,
271,,PILI,308,PILI 308,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.95,1.02,,,,,,60,
272,,PILI,309,PILI 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.91,0.85,,,,,,61,
273,,PILI,310,PILI 310,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.29,1.23,,,,,,112,
274,,PILI,311,PILI 311,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.7,0.65,,,,,,35,
275,,PILI,312,PILI 312,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.36,0.36,,,,,,62,
276,,PILI,313,PILI 313,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.29,0.26,,,,,,150,
277,,PILI,314,PILI 314,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.29,0.29,,,,,,52,
278,,PILI,315,PILI 315,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.23,0.22,,,,,,42,
279,,PILI,316,PILI 316,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.25,0.21,,,,,,35,
280,,PUTU,301,PUTU 301,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.67,1.68,,,,,,98,
281,,PUTU,302,PUTU 302,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.29,1.4,,,,,,71,
282,,PUTU,303,PUTU 303,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.96,1.96,,,,,,112,
283,,PUTU,304,PUTU 304,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.05,2.03,,,,,,130,
284,,PUTU,305,PUTU 305,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.79,1.91,,,,,,119,
285,,PUTU,306,PUTU 306,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.51,1.45,,,,,,100,
286,,PUTU,307,PUTU 307,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.58,2.64,,,,,,172,
287,,PUTU,308,PUTU 308,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.55,0.49,,,,,,53,
288,,PUTU,309,PUTU 309,Wilunga2012,0.5,0.5,27-Sep-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.41,0.4,,,,,,57,
289,,PUTU,310,PUTU 310,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.19,1.17,,,,,,79,
290,,PUTU,311,PUTU 311,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.13,1.15,,,,,,108,
291,,PUTU,312,PUTU 312,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.9,0.85,,,,,,33,
292,,PUTU,313,PUTU 313,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.99,0.93,,,,,,57,
293,,PUTU,314,PUTU 314,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,1.28,1.22,,,,,,102,
294,,PUTU,315,PUTU 315,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,2.05,2.17,,,,,,117,
295,,PUTU,316,PUTU 316,Wilunga2012,0.5,0.5,3-Oct-13,mid01,21,0.33,2013,2013.2,,,,,,,,,0.72,0.71,,,,,,30,
296,,BAER,301,BAER 301,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.07,2.96,,,,,,238,
297,,BAER,302,BAER 302,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,4.16,4.12,,,,,,315,
298,,BAER,303,BAER 303,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,2.83,2.75,,,,,,195,
299,,BAER,305,BAER 305,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.62,3.56,,,,,,210,
300,,BAER,306,BAER 306,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.35,3.44,,,,,,190,
301,,BAER,307,BAER 307,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,2.4,2.42,,,,,,145,
302,,BAER,308,BAER 308,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,2.65,2.68,,,,,,202,
303,,BAER,309,BAER 309,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.25,3.23,,,,,,227,
304,,BAER,310,BAER 310,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.51,3.51,,,,,,250,
305,,BAER,311,BAER 311,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.85,3.85,,,,,,205,
306,,BAER,312,BAER 312,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.03,2.91,,,,,,183,
307,,BAER,313,BAER 313,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,2.52,2.54,,,,,,180,
308,,BAER,314,BAER 314,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.82,3.93,,,,,,178,
309,,BAER,315,BAER 315,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,3.27,3.16,,,,,,228,
310,,BOLE,301,BOLE 301,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.71,1.59,,,,,,113,
311,,BOLE,302,BOLE 302,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.07,1.03,,,,,,82,
312,,BOLE,303,BOLE 303,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.06,0.97,,,,,,126,
313,,BOLE,304,BOLE 304,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,0.82,0.79,,,,,,54,
314,,BOLE,305,BOLE 305,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.67,1.66,,,,,,176,
315,,BOLE,306,BOLE 306,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.86,1.82,,,,,,220,
316,,BOLE,307,BOLE 307,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.9,1.79,,,,,,250,
317,,BOLE,308,BOLE 308,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,2.21,2.2,,,,,,178,
318,,BOLE,309,BOLE 309,Wilunga2012,0.85,0.85,21-Jan-14,mid02,25,0.5,2013,2013.3,,,,,,,,,1.47,1.43,,,,,,120,
